"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"IDH3B",1.11797395404149e-17,0.584818642663388,0.535,0.299,2.72573229734855e-13,"0","IDH3B"
"PLEKHF2",1.15379312103063e-17,0.710028287355001,0.35,0.163,2.81306300838477e-13,"0","PLEKHF2"
"CLPTM1",1.19662226000337e-17,0.436283042481483,0.773,0.483,2.91748473211421e-13,"0","CLPTM1"
"UPK3BL1",1.2195358620939e-17,0.585694345132841,0.539,0.313,2.97335038537113e-13,"0","UPK3BL1"
"PDGFA",1.23941033687746e-17,0.853699080860953,0.537,0.322,3.02180634234093e-13,"0","PDGFA"
"FUZ",1.241892816642e-17,0.629558068321012,0.394,0.195,3.02785887625486e-13,"0","FUZ"
"PTAR1",1.30690324220282e-17,0.580516677886091,0.488,0.265,3.18636079481469e-13,"0","PTAR1"
"ABHD14A",1.3978386669937e-17,0.72661974128562,0.374,0.181,3.40807045399734e-13,"0","ABHD14A"
"EMC10",1.46392495292915e-17,0.420486514750176,0.82,0.531,3.56919542773657e-13,"0","EMC10"
"ZNF268",1.54367345652196e-17,1.02164531272509,0.263,0.111,3.76363025434619e-13,"0","ZNF268"
"SKAP2",1.61356198208424e-17,0.5232028454217,0.664,0.404,3.93402546851957e-13,"0","SKAP2"
"RPA1",1.64385799793566e-17,0.663876601203925,0.37,0.183,4.00789018476694e-13,"0","RPA1"
"DCTD",1.68109868798365e-17,0.709190506656252,0.421,0.217,4.09868671117293e-13,"0","DCTD"
"SRM",1.72521880069844e-17,0.42436325187417,0.713,0.452,4.20625595798287e-13,"0","SRM"
"TRAF7",1.81092373274741e-17,0.855813704057,0.334,0.159,4.41521315281147e-13,"0","TRAF7"
"RARS",1.94996822200538e-17,0.724771061101129,0.383,0.189,4.75421752207132e-13,"0","RARS"
"NPEPL1",1.96836953292155e-17,0.660552733925587,0.474,0.259,4.79908175821603e-13,"0","NPEPL1"
"ITPKC",2.01841322660976e-17,0.842788502900924,0.298,0.132,4.92109328779725e-13,"0","ITPKC"
"ARL3",2.02363632788735e-17,0.493770649290005,0.617,0.365,4.93382773102214e-13,"0","ARL3"
"TRMT10C",2.09810118607505e-17,0.541773474099395,0.454,0.241,5.11538050176958e-13,"0","TRMT10C"
"SSB",2.20326336908592e-17,0.399202978037067,0.842,0.554,5.37177642016838e-13,"0","SSB"
"ZNF134",2.25531857681698e-17,0.686032139763533,0.276,0.116,5.49869222213748e-13,"0","ZNF134"
"FBXL17",2.27962484261666e-17,0.842892825903204,0.307,0.138,5.55795332878369e-13,"0","FBXL17"
"MAML2",2.36872785027329e-17,0.494082134354915,0.512,0.28,5.7751953717513e-13,"0","MAML2"
"MRPL13",2.54580962679202e-17,0.543301248713788,0.637,0.37,6.20693845108161e-13,"0","MRPL13"
"C19orf53",2.65087320184197e-17,0.356084738890953,0.944,0.741,6.4630939534109e-13,"0","C19orf53"
"SOD3",2.66154467963276e-17,0.76154591040408,0.276,0.12,6.48911208341263e-13,"0","SOD3"
"SAMD9L",2.66237780135894e-17,0.93524758625486,0.252,0.106,6.49114331749324e-13,"0","SAMD9L"
"ZDHHC21",2.70962497965693e-17,0.640986884705657,0.365,0.177,6.60633666290157e-13,"0","ZDHHC21"
"PNMA1",2.71524785386652e-17,0.44219517128215,0.628,0.368,6.62004579251196e-13,"0","PNMA1"
"TTC19",2.88835202672074e-17,0.37463413443879,0.566,0.329,7.04209107634784e-13,"0","TTC19"
"MRPS33",2.91243926656789e-17,0.477820975758804,0.686,0.43,7.10081817581918e-13,"0","MRPS33"
"ECI1",2.9808540064942e-17,0.479921520012976,0.61,0.359,7.2676201532335e-13,"0","ECI1"
"DPP6",3.01485106952995e-17,0.674416121967447,0.347,0.161,7.35050839262097e-13,"0","DPP6"
"MIR4458HG",3.30790262410464e-17,0.691505042702269,0.314,0.145,8.06499738782952e-13,"0","MIR4458HG"
"GLIPR2",3.37664110799763e-17,0.651252357367869,0.673,0.43,8.23258868540902e-13,"0","GLIPR2"
"NDUFB2",3.42159604574332e-17,0.31400345812524,0.973,0.823,8.34219331912678e-13,"0","NDUFB2"
"MTHFD1",3.71264305220023e-17,0.814737135868152,0.296,0.133,9.05179502556938e-13,"0","MTHFD1"
"HNRNPR",3.78910132599107e-17,0.321296704954901,0.797,0.533,9.23820794289883e-13,"0","HNRNPR"
"AGTRAP",3.84193510309103e-17,0.518972454580923,0.604,0.351,9.36702197484624e-13,"0","AGTRAP"
"POLR2I",3.89165942609104e-17,0.382873633536162,0.891,0.624,9.48825484675257e-13,"0","POLR2I"
"COA4",3.92568334508134e-17,0.491059142113303,0.695,0.429,9.57120856364282e-13,"0","COA4"
"CSGALNACT1",3.957138405024e-17,0.54623728748432,0.272,0.114,9.64789914528902e-13,"0","CSGALNACT1"
"EXOSC7",4.03188038540309e-17,0.61009561159252,0.452,0.242,9.83012756765127e-13,"0","EXOSC7"
"ZNF429",4.1615643332887e-17,0.823668003855382,0.256,0.107,1.01463100009912e-12,"0","ZNF429"
"DDT",4.18037173900821e-17,0.42509504020239,0.882,0.661,1.01921643368759e-12,"0","DDT"
"ITFG1",4.19711435925297e-17,0.429467585641918,0.612,0.359,1.02329845192947e-12,"0","ITFG1"
"CAVIN1",4.34562801268241e-17,0.357389393112343,0.726,0.44,1.0595075657721e-12,"0","CAVIN1"
"PHF6",4.59496391930889e-17,0.367384699926478,0.428,0.213,1.1202981531667e-12,"0","PHF6"
"YKT6",4.62619962209238e-17,0.688843044459083,0.479,0.265,1.12791372986234e-12,"0","YKT6"
"SPAG1",4.69732661832629e-17,1.23844942362914,0.263,0.114,1.14525520281413e-12,"0","SPAG1"
"UTRN",4.82811392926511e-17,0.505786247674344,0.325,0.15,1.17714245709413e-12,"0","UTRN"
"CHST2",4.9232559379192e-17,0.674554811443652,0.396,0.203,1.20033903022408e-12,"0","CHST2"
"PPM1G",5.06599300733053e-17,0.405936800774996,0.693,0.423,1.23513975511726e-12,"0","PPM1G"
"CRK",5.15726941768928e-17,0.429439179523069,0.653,0.39,1.25739385672682e-12,"0","CRK"
"ASL",5.17395810454831e-17,0.441710946239804,0.53,0.286,1.26146272546992e-12,"0","ASL"
"HABP4",5.20633580189326e-17,0.411082338506053,0.535,0.29,1.2693567318596e-12,"0","HABP4"
"SRFBP1",5.97757303389963e-17,0.563846357611136,0.472,0.253,1.45739208139507e-12,"0","SRFBP1"
"NDUFS2",6.18695195025862e-17,0.404988128542918,0.817,0.566,1.50844075499255e-12,"0","NDUFS2"
"COA3",6.33546035253517e-17,0.4422541787358,0.719,0.447,1.5446485885516e-12,"0","COA3"
"BTBD2",6.46207609025803e-17,0.51685916286034,0.359,0.171,1.57551877156581e-12,"0","BTBD2"
"PTPRA",6.46392599459113e-17,0.412725603335218,0.644,0.385,1.57596979674126e-12,"0","PTPRA"
"LIN7B",6.49401581849924e-17,0.776774451019185,0.298,0.135,1.5833059967083e-12,"0","LIN7B"
"FBXO8",6.49568004925768e-17,0.590017510121035,0.383,0.191,1.58371175280951e-12,"0","FBXO8"
"SNAPC2",6.6384817476455e-17,0.508876699033673,0.53,0.3,1.61852823489345e-12,"0","SNAPC2"
"FBXO44",6.6902234861559e-17,0.632879415332842,0.45,0.238,1.63114338815967e-12,"0","FBXO44"
"CZIB",6.80024113361277e-17,0.518248957427483,0.579,0.34,1.65796679078613e-12,"0","CZIB"
"CASC15",6.91253825040052e-17,0.839169702036425,0.274,0.121,1.68534595083015e-12,"0","CASC15"
"CYHR1",6.9708423920915e-17,0.592989792283188,0.628,0.396,1.69956108361583e-12,"0","CYHR1"
"HDHD5",7.03040394375784e-17,0.5189241203729,0.443,0.23,1.7140827855276e-12,"0","HDHD5"
"TMX1",7.05523423449116e-17,0.45135871015478,0.659,0.406,1.72013665871129e-12,"0","TMX1"
"CCS",7.10504499027111e-17,0.597435215269665,0.566,0.33,1.732281019078e-12,"0","CCS"
"TMEM175",7.14284905725682e-17,0.515551992407468,0.437,0.225,1.74149802864979e-12,"0","TMEM175"
"SDCCAG8",7.25478970089798e-17,0.547747299360358,0.503,0.281,1.76879027697594e-12,"0","SDCCAG8"
"RPN2",7.28866666608556e-17,0.367704024135543,0.788,0.508,1.77704981985832e-12,"0","RPN2"
"DDOST",7.50687719244611e-17,0.432889738606435,0.71,0.436,1.83025172829029e-12,"0","DDOST"
"PMPCA",7.73120939162086e-17,0.435666683270642,0.526,0.288,1.88494616177108e-12,"0","PMPCA"
"ACADVL",7.7518525070827e-17,0.442462877044497,0.873,0.641,1.88997915975183e-12,"0","ACADVL"
"MDP1",8.33077749808268e-17,0.522040046795486,0.528,0.294,2.03112686180754e-12,"0","MDP1"
"ZNF426",8.39364632296573e-17,0.794454042098247,0.343,0.167,2.04645491000227e-12,"0","ZNF426"
"AP2B1",8.51087687983864e-17,0.453047248301023,0.588,0.33,2.07503689207346e-12,"0","AP2B1"
"PHC1",8.89791456859174e-17,0.648845627998948,0.276,0.118,2.16940055096835e-12,"0","PHC1"
"TRAP1",9.22530653728056e-17,0.606410409078264,0.443,0.235,2.24922198685437e-12,"0","TRAP1"
"PAIP1",9.38278658209462e-17,0.496307885030473,0.722,0.455,2.28761719658049e-12,"0","PAIP1"
"TMEM67",9.5859493717428e-17,0.701145453657359,0.307,0.139,2.33715031632461e-12,"0","TMEM67"
"PLXNA3",1.02429896271038e-16,0.667860938227378,0.385,0.194,2.49734330098418e-12,"0","PLXNA3"
"SSX2IP",1.03650545103071e-16,0.809778838864176,0.263,0.112,2.52710394015797e-12,"0","SSX2IP"
"SCOC",1.07958462852481e-16,0.361250386406255,0.849,0.558,2.63213528280633e-12,"0","SCOC"
"SMIM5",1.08758730554005e-16,0.922227190804516,0.272,0.117,2.65164660963721e-12,"0","SMIM5"
"WDR12",1.10844129675995e-16,0.711387359341189,0.301,0.136,2.70249072563043e-12,"0","WDR12"
"REX1BD",1.11227288961345e-16,0.413215872419958,0.895,0.64,2.71183253216654e-12,"0","REX1BD"
"NBN",1.11232497117283e-16,0.515303632942614,0.463,0.248,2.71195951221648e-12,"0","NBN"
"C11orf68",1.14852637852766e-16,0.570141084358079,0.437,0.225,2.80022216348828e-12,"0","C11orf68"
"HNRNPH2",1.16761112166286e-16,0.486449838886257,0.688,0.431,2.84675267572621e-12,"0","HNRNPH2"
"KIAA1191",1.18558685839242e-16,0.434725422525337,0.526,0.289,2.89057931944655e-12,"0","KIAA1191"
"PUSL1",1.19292627083595e-16,0.746631652505011,0.359,0.179,2.90847354092513e-12,"0","PUSL1"
"CIAPIN1",1.20011836748281e-16,0.601145432302337,0.405,0.207,2.92600859175984e-12,"0","CIAPIN1"
"COMMD9",1.21471474674818e-16,0.465930174867322,0.581,0.336,2.96159602404674e-12,"0","COMMD9"
"KRIT1",1.22901153196228e-16,0.540214305053821,0.465,0.25,2.99645301607723e-12,"0","KRIT1"
"NNT",1.24854722915687e-16,0.645626660779949,0.323,0.152,3.04408299940737e-12,"0","NNT"
"PRADC1",1.29278999966362e-16,0.639796465415556,0.416,0.218,3.15195129817987e-12,"0","PRADC1"
"IFI27",1.30262306780701e-16,0.321832294632746,0.261,0.11,3.17592530162027e-12,"0","IFI27"
"MRPS35",1.45970185941795e-16,0.554329868031788,0.546,0.31,3.5588991034469e-12,"0","MRPS35"
"TSEN34",1.4983567065642e-16,0.340014884716591,0.744,0.461,3.65314348627418e-12,"0","TSEN34"
"DPH5",1.50792093465175e-16,0.677400543249519,0.303,0.137,3.67646203077443e-12,"0","DPH5"
"NIT2",1.53501312785133e-16,0.452017174563347,0.541,0.308,3.74251550701433e-12,"0","NIT2"
"CYBC1",1.54763227964805e-16,0.406271327447773,0.748,0.482,3.77328226100992e-12,"0","CYBC1"
"LRRC23",1.55873339553003e-16,0.811264596609731,0.321,0.151,3.80034789164177e-12,"0","LRRC23"
"HIF1A",1.56565622738757e-16,0.289620727761855,0.862,0.568,3.81722644799364e-12,"0","HIF1A"
"NEDD1",1.61053273800744e-16,0.83332443229502,0.283,0.126,3.92663986853593e-12,"0","NEDD1"
"FYTTD1",1.66243222998112e-16,0.498452475563028,0.57,0.342,4.05317601991698e-12,"0","FYTTD1"
"OST4",1.662739033268e-16,0.290956575065163,0.967,0.752,4.05392403701071e-12,"0","OST4"
"GTPBP3",1.80837182036116e-16,0.763888886230289,0.256,0.108,4.40899133522255e-12,"0","GTPBP3"
"FBLIM1",1.81772851473987e-16,0.840486402565422,0.254,0.108,4.43180389178728e-12,"0","FBLIM1"
"MAGI2",1.8850852034916e-16,0.355080277900538,0.517,0.282,4.59602623463287e-12,"0","MAGI2"
"ABCA3",1.88594074186408e-16,0.696616926630513,0.327,0.152,4.59811212273882e-12,"0","ABCA3"
"TMEM218",1.91950936079116e-16,0.667502309318492,0.41,0.22,4.67995577254493e-12,"0","TMEM218"
"ZNF512",1.92239885064408e-16,0.744505499500048,0.278,0.122,4.68700063775532e-12,"0","ZNF512"
"UPF3A",1.92846384867023e-16,0.342445926056036,0.775,0.502,4.70178770944288e-12,"0","UPF3A"
"ASF1A",1.9406003130128e-16,0.580601667499619,0.376,0.189,4.73137762315651e-12,"0","ASF1A"
"TMEM167A",1.95284804615232e-16,0.413827604747905,0.875,0.612,4.76123882132398e-12,"0","TMEM167A"
"RABEPK",1.96021051747734e-16,0.583001141539833,0.292,0.129,4.77918926266149e-12,"0","RABEPK"
"ELOB",1.98213006580963e-16,0.314886257720133,0.967,0.829,4.83263131345046e-12,"0","ELOB"
"UQCRFS1",1.99187402929364e-16,0.335167465578402,0.835,0.574,4.85638807082081e-12,"0","UQCRFS1"
"CCDC126",1.99860925260751e-16,0.489552955048799,0.365,0.176,4.87280921878236e-12,"0","CCDC126"
"SH3GL1",2.01417881542206e-16,0.549610367649378,0.543,0.319,4.91076936988051e-12,"0","SH3GL1"
"TPGS1",2.17973668094759e-16,0.415773767927063,0.762,0.491,5.31441600181833e-12,"0","TPGS1"
"SNN",2.24606329991312e-16,0.545430860442709,0.465,0.253,5.47612693151819e-12,"0","SNN"
"CEBPZOS",2.25976554833635e-16,0.498989042562702,0.548,0.32,5.50953438339886e-12,"0","CEBPZOS"
"MRPL20",2.26098518225852e-16,0.402321390556651,0.82,0.552,5.51250797286449e-12,"0","MRPL20"
"MRPL21",2.33905243129016e-16,0.380161564796956,0.604,0.35,5.70284373272855e-12,"0","MRPL21"
"RRP15",2.36058074776104e-16,0.604726406973018,0.325,0.153,5.7553319211162e-12,"0","RRP15"
"SMARCA4",2.49030006520671e-16,0.437632861328505,0.592,0.347,6.07160058898047e-12,"0","SMARCA4"
"ZBTB41",2.50641070656967e-16,0.68713287831774,0.392,0.199,6.11087994368751e-12,"0","ZBTB41"
"PRKDC",2.53369524387171e-16,0.394035452265408,0.563,0.327,6.17740237408363e-12,"0","PRKDC"
"DGCR6L",2.54660700837233e-16,0.463042774670965,0.543,0.314,6.20888254711257e-12,"0","DGCR6L"
"PEX1",2.60244743632438e-16,0.646566839066481,0.336,0.159,6.34502709450247e-12,"0","PEX1"
"HHLA3",2.63879757889872e-16,0.899238609420651,0.318,0.154,6.43365237711296e-12,"0","HHLA3"
"EIF2B1",2.66786952867262e-16,0.530359302080277,0.481,0.263,6.50453269785671e-12,"0","EIF2B1"
"BBS2",2.69179685077826e-16,0.682431336664777,0.323,0.151,6.56286990188248e-12,"0","BBS2"
"APPL1",2.79715750470366e-16,0.450605161613955,0.588,0.342,6.81974971221799e-12,"0","APPL1"
"ZC3H14",2.95404811288058e-16,0.558154787010141,0.488,0.272,7.20226470401415e-12,"0","ZC3H14"
"HMBOX1",3.02816091873138e-16,0.749635824615867,0.325,0.155,7.38295913595898e-12,"0","HMBOX1"
"TMEM150A",3.15019074583861e-16,0.877652587606647,0.305,0.145,7.68048005742911e-12,"0","TMEM150A"
"ANAPC10",3.22349612368107e-16,0.667401602417731,0.401,0.21,7.85920589914681e-12,"0","ANAPC10"
"SNAP47",3.23176035386721e-16,0.684393986718533,0.33,0.159,7.87935491876364e-12,"0","SNAP47"
"HCFC1R1",3.28115266551325e-16,0.494763338795292,0.588,0.349,7.99977831378785e-12,"0","HCFC1R1"
"GPI",3.29687037102297e-16,0.38337615950382,0.695,0.448,8.0380996515911e-12,"0","GPI"
"PDCD5",3.33808932812933e-16,0.370708940572799,0.853,0.576,8.13859559091211e-12,"0","PDCD5"
"SLC8A1",3.37956180181976e-16,0.525013259740118,0.292,0.13,8.23970962901675e-12,"0","SLC8A1"
"FUBP3",3.41935687314092e-16,0.42941718372163,0.57,0.33,8.33673399240487e-12,"0","FUBP3"
"DDX49",3.53798490146323e-16,0.435968763637576,0.586,0.342,8.62596098825751e-12,"0","DDX49"
"NDUFAF8",3.61812430027147e-16,0.403163451286753,0.693,0.43,8.82134885649187e-12,"0","NDUFAF8"
"NFIC",3.64659002334175e-16,0.374844396161036,0.873,0.605,8.89075113590951e-12,"0","NFIC"
"C19orf12",3.80207453099555e-16,0.573063060545214,0.403,0.208,9.26983791402024e-12,"0","C19orf12"
"HADHB",3.81545842203306e-16,0.389740785329196,0.806,0.562,9.3024691787588e-12,"0","HADHB"
"CBWD5",3.9298359789034e-16,0.901074631229497,0.265,0.117,9.58133310016437e-12,"0","CBWD5"
"PINK1",4.09932454668894e-16,0.544752233771351,0.526,0.305,9.99456317728231e-12,"0","PINK1"
"MTHFD2L",4.1370154459094e-16,0.673297329248611,0.43,0.229,1.00864573586717e-11,"0","MTHFD2L"
"DANCR",4.14699737921369e-16,0.405278177486327,0.61,0.364,1.01107943102609e-11,"0","DANCR"
"NDUFB5",4.18101956510272e-16,0.401017342800447,0.864,0.619,1.01937438016769e-11,"0","NDUFB5"
"UXS1",4.19088608940231e-16,0.631141529103653,0.388,0.199,1.02177993745718e-11,"0","UXS1"
"MAP3K13",4.200938699823e-16,0.43094022478761,0.69,0.416,1.02423086440384e-11,"0","MAP3K13"
"SLC35F6",4.46012971410782e-16,0.724495200703998,0.434,0.237,1.08742422559663e-11,"0","SLC35F6"
"TRAPPC1",4.48445597034501e-16,0.40036682278755,0.826,0.583,1.09335521012982e-11,"0","TRAPPC1"
"DCTN6",4.68952870975255e-16,0.439295228691811,0.737,0.478,1.14335399472477e-11,"0","DCTN6"
"TIMM22",4.69042811132423e-16,0.527041636292688,0.403,0.211,1.14357327782196e-11,"0","TIMM22"
"GNG10",4.80618060733804e-16,0.259597599644241,0.884,0.625,1.17179489387509e-11,"0","GNG10"
"PREB",4.87116340651863e-16,0.623436024711873,0.416,0.217,1.18763835014331e-11,"0","PREB"
"RANBP9",4.93937780337942e-16,0.434662397346126,0.474,0.257,1.20426970224194e-11,"0","RANBP9"
"MGAT4B",4.96108832717021e-16,0.460589212231135,0.646,0.387,1.20956294504737e-11,"0","MGAT4B"
"JKAMP",5.03751878769936e-16,0.393391621623415,0.621,0.369,1.22819745562898e-11,"0","JKAMP"
"CTSF",5.0597210063893e-16,0.463802036601471,0.539,0.305,1.23361057856778e-11,"0","CTSF"
"RAB29",5.07956287530469e-16,0.618766871290736,0.412,0.217,1.23844822462804e-11,"0","RAB29"
"NFE2L2",5.1570956699233e-16,0.415743082484874,0.875,0.633,1.257351495284e-11,"0","NFE2L2"
"TAF7",5.21195019466674e-16,0.288429481949947,0.924,0.666,1.2707255769617e-11,"0","TAF7"
"SNAPC3",5.30091138547068e-16,0.608871838388275,0.379,0.188,1.29241520489161e-11,"0","SNAPC3"
"ACTR10",5.54364007977829e-16,0.398273373203997,0.802,0.542,1.35159488785074e-11,"0","ACTR10"
"SMARCE1",5.56281141064017e-16,0.436088499011781,0.624,0.387,1.35626905002818e-11,"0","SMARCE1"
"GNPTAB",5.56551651426955e-16,0.573032853083761,0.363,0.18,1.35692858134406e-11,"0","GNPTAB"
"WDR54",5.62507450669665e-16,0.54189255576879,0.416,0.216,1.37144941547771e-11,"0","WDR54"
"ATRAID",5.8834961501993e-16,0.381614669958653,0.833,0.584,1.43445519638009e-11,"0","ATRAID"
"ESF1",5.9834708932478e-16,0.355092483093002,0.572,0.333,1.45883003848275e-11,"0","ESF1"
"PNKD",6.25361437692959e-16,0.398653908437307,0.748,0.48,1.5246937212392e-11,"0","PNKD"
"RNF216",6.29738216985223e-16,0.551248777418042,0.494,0.278,1.53536474683167e-11,"0","RNF216"
"PIK3R2",6.37632831157273e-16,0.609157592372899,0.394,0.201,1.55461260564455e-11,"0","PIK3R2"
"SLC16A7",6.66374904001727e-16,0.985451384606134,0.292,0.137,1.62468865344661e-11,"0","SLC16A7"
"YAE1",6.78539448720428e-16,0.893906959819648,0.269,0.12,1.65434702992527e-11,"0","YAE1"
"MRPL49",7.2027794330114e-16,0.454878409998652,0.403,0.206,1.75610965356251e-11,"0","MRPL49"
"EID2",7.3710363980887e-16,0.556582239466304,0.454,0.244,1.79713238421801e-11,"0","EID2"
"DAD1",7.43450976480977e-16,0.261243283532687,0.971,0.845,1.81260782575827e-11,"0","DAD1"
"COPB2",7.53105918079734e-16,0.407584769649264,0.65,0.394,1.8361475388702e-11,"0","COPB2"
"SMARCB1",7.80692429634084e-16,0.43606644190219,0.604,0.367,1.90340621269086e-11,"0","SMARCB1"
"MYC",7.86842679704072e-16,0.584111190576697,0.481,0.282,1.9184011373865e-11,"0","MYC"
"SRPRB",7.87671735011964e-16,0.451463749693636,0.532,0.305,1.92042245713267e-11,"0","SRPRB"
"FRS2",8.0906068538728e-16,0.529095992289153,0.363,0.179,1.97257085704273e-11,"0","FRS2"
"UBTD2",8.12979178666261e-16,0.692659654331071,0.296,0.136,1.98212453550621e-11,"0","UBTD2"
"RAB14",8.23143346015743e-16,0.36859934163691,0.815,0.56,2.00690579192098e-11,"0","RAB14"
"TRIM4",8.8039851204522e-16,0.546293800489406,0.35,0.171,2.14649961221745e-11,"0","TRIM4"
"INPPL1",9.19174179027214e-16,0.657810207291495,0.374,0.193,2.24103856588625e-11,"0","INPPL1"
"C12orf29",9.26950051417924e-16,0.474724162236822,0.445,0.239,2.25999692036204e-11,"0","C12orf29"
"MRPL32",9.41486664941139e-16,0.313363437596553,0.653,0.389,2.29543863779299e-11,"0","MRPL32"
"DENR",9.48012905308601e-16,0.337553129755663,0.535,0.3,2.3113502644329e-11,"0","DENR"
"FNBP1L",9.49288936787022e-16,0.766640666271378,0.274,0.125,2.31446135678044e-11,"0","FNBP1L"
"TMEM123",9.67501397356274e-16,0.260800585136122,0.791,0.486,2.35886515689433e-11,"0","TMEM123"
"KLHL5",9.82959666276337e-16,0.641426989437468,0.341,0.166,2.39655396234834e-11,"0","KLHL5"
"ERCC4",1.0198245348207e-15,0.822306679326962,0.323,0.158,2.48643419834634e-11,"0","ERCC4"
"MRPL28",1.01993184211978e-15,0.466898782014317,0.677,0.433,2.48669582427223e-11,"0","MRPL28"
"SORBS3",1.03061273917462e-15,0.484943319483216,0.401,0.205,2.51273691938164e-11,"0","SORBS3"
"ZNF692",1.09925589086082e-15,0.861660618192855,0.287,0.132,2.68009578750776e-11,"0","ZNF692"
"CYP51A1",1.10795849372407e-15,0.524202441339958,0.646,0.411,2.70131360354867e-11,"0","CYP51A1"
"KLHDC10",1.19659866792781e-15,0.50316262330371,0.403,0.205,2.91742721227478e-11,"0","KLHDC10"
"ILK",1.20785532127655e-15,0.481957806177293,0.759,0.513,2.94487205880436e-11,"0","ILK"
"SLC25A1",1.24125856532056e-15,0.61192179985644,0.394,0.207,3.02631250810806e-11,"0","SLC25A1"
"GOLGA8A",1.24666704310643e-15,0.569375580513492,0.334,0.163,3.03949891779779e-11,"0","GOLGA8A"
"FAM160B2",1.25332257123652e-15,0.706928567221983,0.283,0.128,3.05572576093177e-11,"0","FAM160B2"
"TNPO3",1.25352743915838e-15,0.423382753922863,0.401,0.204,3.05622524941206e-11,"0","TNPO3"
"ANKFY1",1.27420574133664e-15,0.590877776346811,0.365,0.185,3.10664101795286e-11,"0","ANKFY1"
"TMEM208",1.35884874249103e-15,0.397939679675308,0.844,0.599,3.31300911906737e-11,"0","TMEM208"
"TNPO1",1.36534098330292e-15,0.435797567860432,0.69,0.449,3.32883785139084e-11,"0","TNPO1"
"EIF2AK1",1.38237994155514e-15,0.513266795022435,0.506,0.292,3.3703805355056e-11,"0","EIF2AK1"
"GATAD2A",1.50725629351226e-15,0.536279867929073,0.457,0.243,3.67484156921225e-11,"0","GATAD2A"
"PLIN3",1.5419694676214e-15,0.360679744597641,0.811,0.532,3.75947575900772e-11,"0","PLIN3"
"TMEM237",1.56082690886971e-15,0.789393407306399,0.334,0.169,3.80545208651525e-11,"0","TMEM237"
"RAB9A",1.56680412922703e-15,0.441473487326742,0.653,0.404,3.82002514746842e-11,"0","RAB9A"
"CDC37",1.67399713355864e-15,0.379097568185935,0.873,0.655,4.08137241132933e-11,"0","CDC37"
"STOML2",1.75293693007773e-15,0.370184348583121,0.706,0.437,4.27383552922251e-11,"0","STOML2"
"RFTN2",1.75657210915896e-15,0.640385433331296,0.35,0.174,4.28269845934045e-11,"0","RFTN2"
"SNAPIN",1.76134526369393e-15,0.528479375259229,0.584,0.345,4.29433588741218e-11,"0","SNAPIN"
"TMEM129",1.77951678155743e-15,0.59993346190424,0.367,0.186,4.33863986511518e-11,"0","TMEM129"
"RPAP3",1.81941099339341e-15,0.731450068406701,0.298,0.142,4.43590594299246e-11,"0","RPAP3"
"N4BP2",1.86115198331137e-15,0.614253103692724,0.287,0.132,4.53767465051146e-11,"0","N4BP2"
"MSI2",1.88291946976791e-15,0.417473598231555,0.666,0.4,4.59074595924114e-11,"0","MSI2"
"TUBG1",1.91756894597218e-15,0.659749341027182,0.332,0.163,4.67522484717477e-11,"0","TUBG1"
